iter	Logloss
135	0.4637488333
136	0.4636339314
137	0.4635310061
138	0.4634331728
139	0.4633093552
140	0.4631991167
141	0.4630974782
142	0.4630119024
143	0.4629154182
144	0.462808164
145	0.4626737948
146	0.4625703391
147	0.4624837686
148	0.4624033545
149	0.4622954824
150	0.4622028777
151	0.4620994236
152	0.4619819625
153	0.4618807226
154	0.4617564748
155	0.4616612545
156	0.4615934586
157	0.4614891843
158	0.4614092439
159	0.461304299
160	0.4611832652
161	0.4611108356
162	0.4610254565
163	0.4609463525
164	0.460864977
165	0.4607498304
166	0.4606621961
167	0.4605811598
168	0.4604977216
169	0.4604087774
170	0.4603097658
171	0.4602116146
172	0.4601059674
173	0.4600297399
174	0.459936636
175	0.4598439156
176	0.4597514705
177	0.4596840476
178	0.459596336
179	0.4595031795
180	0.4594011204
181	0.459296479
182	0.4591946833
183	0.4590941604
184	0.4589978944
185	0.4589006683
186	0.4588110795
187	0.4587295032
188	0.4586302121
189	0.4585242965
190	0.4584198848
191	0.4583288739
192	0.4582342543
193	0.4581483047
194	0.4580607602
195	0.4579454848
196	0.4578306213
197	0.4577388557
198	0.457644756
199	0.4575592846
200	0.457472708
201	0.4573715475
202	0.4572743588
203	0.4571974116
204	0.4571017696
205	0.4570081324
206	0.4569149014
207	0.4568063027
208	0.4567408353
209	0.4566340933
210	0.4565340917
211	0.4564487297
212	0.4563470649
213	0.4562772142
214	0.4561884311
215	0.4560952952
216	0.4560321579
217	0.4559233535
218	0.4558184993
219	0.4557158629
220	0.4556179316
221	0.4555177378
222	0.4554239073
223	0.4553209807
224	0.4551904392
225	0.4551160851
226	0.4550119817
227	0.4549160895
228	0.4548370973
229	0.4547435576
230	0.4546657936
231	0.4545611251
232	0.4544715064
233	0.454384464
234	0.4543019556
235	0.4542177481
236	0.4541439801
237	0.4540519143
238	0.453958865
239	0.4538426796
240	0.4537657777
241	0.4536515045
242	0.4535381283
243	0.4534639209
244	0.4533657064
245	0.4532530454
246	0.4531532498
247	0.4530636039
248	0.4529845083
249	0.4528803701
250	0.4527829172
251	0.4526830811
252	0.4526062522
253	0.4525074327
254	0.4524056868
255	0.4523207711
256	0.452243571
257	0.4521583949
258	0.4520821845
259	0.4519871123
260	0.4519014613
261	0.4518177661
262	0.4517349379
263	0.4516421928
264	0.4515716428
265	0.4514738561
266	0.4513755058
267	0.4512770468
268	0.451183294
269	0.4511033486
270	0.4510103718
271	0.4509122806
272	0.4508071611
273	0.4507338011
274	0.4506333417
275	0.4505613605
276	0.4504759817
277	0.4503956851
278	0.450289046
279	0.4502162157
280	0.4501350475
281	0.4500477225
282	0.4499696119
283	0.4498717566
284	0.4497776524
285	0.4496943844
286	0.4496024038
287	0.4495054057
288	0.4493924413
289	0.4493052638
290	0.4492059995
291	0.4491276282
292	0.4490591946
293	0.4489929031
294	0.4488984618
295	0.4488101842
296	0.4487210565
297	0.44864074
298	0.4485667976
299	0.4484834288
300	0.4483892828
301	0.4483114528
302	0.4482459328
303	0.4481472592
304	0.4480265443
305	0.4479511857
306	0.4478618699
307	0.4477729193
308	0.4476821969
309	0.447576906
310	0.4474980903
311	0.4474114492
312	0.4473234254
313	0.4472482332
314	0.4471739056
315	0.4471305528
316	0.4470412014
317	0.4469353644
318	0.4468699805
319	0.4467901976
320	0.4467099804
321	0.4466149723
322	0.4465429604
323	0.4464530206
324	0.4463628219
325	0.4462684944
326	0.4461672911
327	0.4461081195
328	0.4460160262
329	0.4459402013
330	0.4458610756
331	0.4457669195
332	0.4456915078
333	0.4456008635
334	0.4455203148
335	0.4454274985
336	0.4453392543
337	0.4452590909
338	0.4451727529
339	0.445094225
340	0.4450036786
341	0.4449174951
342	0.4448323229
343	0.4447352644
344	0.4446742187
345	0.4445954889
346	0.4444922618
347	0.4444093298
348	0.4443270878
349	0.444237664
350	0.4441376965
351	0.4440306595
352	0.44395421
353	0.4438710369
354	0.4437942826
355	0.4437252371
356	0.4436222842
357	0.4435494485
358	0.4434698316
359	0.4433804581
360	0.443318615
361	0.4432314286
362	0.4431467204
363	0.4430607315
364	0.4429909951
365	0.4429094272
366	0.442836181
367	0.4427423555
368	0.4426511708
369	0.4425634917
370	0.4424979375
371	0.4424224799
372	0.4423500304
373	0.4422572134
374	0.4421668839
375	0.4420743901
376	0.4419992355
377	0.4419050487
378	0.441824659
379	0.4417753831
380	0.4416847347
381	0.4416116931
382	0.4415279065
383	0.4414281063
384	0.4413414631
385	0.4412774927
386	0.4411887866
387	0.4411004569
388	0.441021802
389	0.4409574782
390	0.4408592947
391	0.4407887152
392	0.4407226902
393	0.4406666527
394	0.440584326
395	0.44051099
396	0.440417665
397	0.4403559727
398	0.4402968522
399	0.4402387945
400	0.4401552592
401	0.4400962787
402	0.4400421881
403	0.4399810658
404	0.4399140711
405	0.4398516909
406	0.4397570402
407	0.4396848692
408	0.439605687
409	0.4395178783
410	0.4394474401
411	0.4393531562
412	0.4392891531
413	0.4392230769
414	0.4391513308
415	0.439064063
416	0.4389662542
417	0.438876097
418	0.4387897541
419	0.4387094722
420	0.4386347305
421	0.43855223
422	0.4384844752
423	0.4384027429
424	0.4383396595
425	0.4382610128
426	0.4381929732
427	0.4381345879
428	0.4380518197
429	0.4379599888
430	0.4378752432
431	0.4378040765
432	0.437728879
433	0.4376491793
434	0.437582094
435	0.4374754494
436	0.4374042493
437	0.4373536282
438	0.4372930489
439	0.4372008482
440	0.4371335802
441	0.4370705597
442	0.4370002279
443	0.4369224434
444	0.4368467871
445	0.436756182
446	0.4366984623
447	0.4366380328
448	0.4365828895
449	0.4365030413
450	0.4364397988
451	0.4363830986
452	0.4362954306
453	0.4362187531
454	0.4361297195
455	0.4360396392
456	0.4359744633
457	0.4359162714
458	0.4358475759
459	0.4357602877
460	0.4357131181
461	0.4356209625
462	0.4355431266
463	0.4354697429
464	0.4353994518
465	0.4353113166
466	0.4352346613
467	0.4351674258
468	0.4350865666
469	0.4350161908
470	0.4349443181
471	0.4348614036
472	0.4347664877
473	0.4346802658
474	0.4345845684
475	0.4345025195
476	0.4344452539
477	0.4343733147
478	0.4342803836
479	0.4342195961
480	0.4341534307
481	0.4340920995
482	0.4340068897
483	0.4339266494
484	0.4338487727
485	0.4337624736
486	0.4336961959
487	0.4336273334
488	0.4335640865
489	0.4334784739
490	0.4334042765
491	0.4333491868
492	0.4332767184
493	0.4331928815
494	0.4331465254
495	0.4330668378
496	0.4329925378
497	0.4329188508
498	0.432853687
499	0.4327823031
500	0.4326952322
501	0.4326307771
502	0.4325453697
503	0.4324730842
504	0.4324023828
505	0.4323226811
506	0.432267985
507	0.4321875229
508	0.4321223707
509	0.4320506417
510	0.4319740466
511	0.4318892879
512	0.4318185139
513	0.4317633091
514	0.4316638307
515	0.4315902257
516	0.4315391185
517	0.4314712894
518	0.4314063536
519	0.4313335273
520	0.4312441764
521	0.4311512995
522	0.4310906671
523	0.4309915397
524	0.4309045056
525	0.4308223934
526	0.4307540881
527	0.4306658425
528	0.4306281263
529	0.430553592
530	0.4304839485
531	0.430420093
532	0.4303440821
533	0.4302805292
534	0.4302053602
535	0.4301289882
536	0.4300739502
537	0.4300044921
538	0.4299293894
539	0.4298585751
540	0.4297970654
541	0.4297227705
542	0.429647957
543	0.4295725066
544	0.429500584
545	0.4294517972
546	0.4294032228
547	0.4293389809
548	0.4292684358
549	0.4292012896
550	0.4291397268
551	0.4290884867
552	0.4290025356
553	0.4289326106
554	0.4288743727
555	0.4287975537
556	0.4287251394
557	0.4286642414
558	0.4286228716
559	0.4285538334
560	0.4284738162
561	0.4284261398
562	0.42836768
563	0.4283115862
564	0.4282118791
565	0.4281373255
566	0.4280485416
567	0.4279706387
568	0.42791029
569	0.4278217336
570	0.4277466737
571	0.4276896683
572	0.427628256
573	0.4275692801
574	0.4274821989
575	0.4274011313
576	0.4273173898
577	0.4272583421
578	0.4271927704
579	0.4271003708
580	0.4270158341
581	0.426937124
582	0.4268789
583	0.4268095202
584	0.4267447062
585	0.4266786939
586	0.4266118598
587	0.4265456479
588	0.4264793078
589	0.4264197766
590	0.4263445724
591	0.4262643527
592	0.4261873284
593	0.4261076678
594	0.4260473279
595	0.4260009602
596	0.4259221069
597	0.4258666276
598	0.4257836737
599	0.4257108686
600	0.4256309978
601	0.4255773357
602	0.4255118827
603	0.4254541939
604	0.4253935761
605	0.4253049817
606	0.4252122213
607	0.4251491016
608	0.4250842691
609	0.4250239357
610	0.4249540021
611	0.4248883754
612	0.4248130104
613	0.4247420023
614	0.4246773041
615	0.4245969343
616	0.4245301668
617	0.4244609062
618	0.4243872082
619	0.424325716
620	0.4242450789
621	0.424172725
622	0.4241032817
623	0.4240165831
624	0.4239316626
625	0.4238715558
626	0.4238177742
627	0.4237614661
628	0.4236862402
629	0.4236082376
630	0.4235450975
631	0.4234693461
632	0.423398004
633	0.4233048783
634	0.4232598666
635	0.423211364
636	0.4231473373
637	0.4230550984
638	0.4229937162
639	0.4229158706
640	0.4228531066
641	0.4227968388
642	0.4227262384
643	0.4226531181
644	0.4225872959
645	0.4225023602
646	0.4224344946
647	0.422390087
648	0.422314902
649	0.4222615745
650	0.4221972531
651	0.4221419773
652	0.4221011632
653	0.4220381171
654	0.4219763201
655	0.4219124957
656	0.4218376369
657	0.4217622032
658	0.4217106756
659	0.4216263864
660	0.4215573301
661	0.4214643191
662	0.4214151027
663	0.4213536676
664	0.4213113709
665	0.4212343355
666	0.4211846673
667	0.4210876366
668	0.4210064775
669	0.4209498317
670	0.4208884348
671	0.4208299434
672	0.420764566
673	0.4207046734
674	0.4206429693
675	0.4205663516
676	0.4204871775
677	0.4204300706
678	0.4203552908
679	0.4202750309
680	0.4201871253
681	0.4201034057
682	0.4200324854
683	0.4199742157
684	0.4198916737
685	0.4198171612
686	0.4197557485
687	0.4197063984
688	0.4196445837
689	0.4195947391
690	0.4195231851
691	0.4194513699
692	0.4193738019
693	0.4193051587
694	0.4192258142
695	0.4191694435
696	0.4191195293
697	0.4190617857
698	0.4189873902
699	0.418934325
700	0.4188853183
701	0.4188316104
702	0.4187802256
703	0.4187274427
704	0.4186571993
705	0.4185952127
706	0.4185248629
707	0.4184553269
708	0.4183954244
709	0.4183268745
710	0.4182654502
711	0.4181916643
712	0.4181249914
713	0.4180779155
714	0.418013262
715	0.4179333936
716	0.4178703511
717	0.4177908982
718	0.4177300717
719	0.4176571682
720	0.4175726295
721	0.4175090879
722	0.4174401351
723	0.4173561716
724	0.4172901747
725	0.4172054073
726	0.4171359663
727	0.4170768324
728	0.416985401
729	0.4169368791
730	0.416880723
731	0.4168245491
732	0.4167672854
733	0.4167170091
734	0.4166487127
735	0.4165765357
736	0.4165259041
737	0.4164755455
738	0.4164009393
739	0.4163315598
740	0.4162623595
741	0.4161966668
742	0.416143302
743	0.4160744458
744	0.4159783107
745	0.4159020202
746	0.4158326629
747	0.4157747062
748	0.4156996017
749	0.4156638712
750	0.4156101039
751	0.4155240253
752	0.4154471305
753	0.4153887613
754	0.4153341906
755	0.4152498605
756	0.4151936429
757	0.4151421442
758	0.4151006074
759	0.4150392844
760	0.4149947565
761	0.4149113554
762	0.414843764
763	0.4147928771
764	0.4147162543
765	0.414663847
766	0.4146071365
767	0.4145477257
768	0.4144960074
769	0.4144259741
770	0.4143536977
771	0.4142909177
772	0.4142346696
773	0.4141554905
774	0.4140898162
775	0.4140108563
776	0.4139298927
777	0.4138559789
778	0.4137992095
779	0.4137493514
780	0.4136775105
781	0.4136168683
782	0.4135674494
783	0.4135125429
784	0.4134555578
785	0.4133907734
786	0.413337453
787	0.4132877253
788	0.4132389867
789	0.413163803
790	0.4131116559
791	0.4130358241
792	0.4129587471
793	0.4129216642
794	0.4128355648
795	0.4127914077
796	0.4127165904
797	0.4126552727
798	0.4125880405
799	0.4125387797
800	0.4124813729
801	0.4124172478
802	0.4123716129
803	0.4122931502
804	0.4122287257
805	0.4121957081
806	0.4121261893
807	0.4120910636
808	0.4120252021
809	0.4119647299
810	0.4119185218
811	0.4118444481
812	0.4117987585
813	0.4117180466
814	0.4116440481
815	0.4115976334
816	0.411547863
817	0.4114917413
818	0.411426514
819	0.4113571704
820	0.4113091099
821	0.4112570656
822	0.4112049018
823	0.4111463445
824	0.4110893831
825	0.4110165775
826	0.4109454132
827	0.4108699763
828	0.4107954778
829	0.4107320721
830	0.4106747496
831	0.4106115331
832	0.4105510106
833	0.4105042231
834	0.4104221404
835	0.4103472484
836	0.4102944953
837	0.4102261338
838	0.4101580046
839	0.4101182107
840	0.4100411986
841	0.4099682859
842	0.409899185
843	0.4098179975
844	0.4097547754
845	0.409686662
846	0.4096193348
847	0.4095500633
848	0.4094688847
849	0.4094172537
850	0.4093545389
851	0.4092818968
852	0.4092043729
853	0.4091455692
854	0.4090815826
855	0.409012711
856	0.4089581075
857	0.4088890994
858	0.4088288913
859	0.4087777163
860	0.4087187471
861	0.4086714406
862	0.4086054027
863	0.4085437238
864	0.4084852954
865	0.4084353277
866	0.4083628713
867	0.4083012784
868	0.4082390165
869	0.4081784635
870	0.4081285192
871	0.4080655839
872	0.4080200732
873	0.4079552284
874	0.4079088913
875	0.40786446
876	0.4078194117
877	0.407726939
878	0.4076665523
879	0.4075899678
880	0.407541655
881	0.4074801822
882	0.4074194153
883	0.4073553249
884	0.4072890099
885	0.4072463905
886	0.4071735917
887	0.4071332238
888	0.4070578634
889	0.4070117204
890	0.4069582159
891	0.4068815709
892	0.4068129083
893	0.4067428844
894	0.4066871433
895	0.4066172666
896	0.4065697303
897	0.4065171463
898	0.4064646337
899	0.4064043005
900	0.4063321355
901	0.4062675897
902	0.4062127868
903	0.4061668005
904	0.4061018163
905	0.4060448955
906	0.4059848898
907	0.4059269174
908	0.4058589111
909	0.4058020489
910	0.4057485695
911	0.4056764386
912	0.405642603
913	0.4055906508
914	0.4055090441
915	0.4054589502
916	0.4053942413
917	0.4053281
918	0.4052636888
919	0.4052061493
920	0.4051526452
921	0.4050842434
922	0.405018668
923	0.4049414979
924	0.4048959089
925	0.4048288828
926	0.4047576663
927	0.4046972844
928	0.4046310558
929	0.4045851171
930	0.4045339172
931	0.4044701096
932	0.4044158482
933	0.404361731
934	0.4043062859
935	0.4042379845
936	0.4042100705
937	0.404141729
938	0.4040724655
939	0.4040110334
940	0.4039399788
941	0.4038892848
942	0.4038602059
943	0.4037970124
944	0.4037373125
945	0.403663411
946	0.4036034345
947	0.4035417788
948	0.4034889274
949	0.4034309791
950	0.4033571608
951	0.4032939099
952	0.4032459188
953	0.4031819476
954	0.403129305
955	0.403073097
956	0.4030063363
957	0.4029736411
958	0.4029225566
959	0.402846005
960	0.402788132
961	0.4027365579
962	0.4026770733
963	0.4025927113
964	0.4025457477
965	0.4024853126
966	0.4024223954
967	0.4023319235
968	0.402279874
969	0.4022011821
970	0.4021446659
971	0.4020819241
972	0.40202683
973	0.4019632672
974	0.4019012508
975	0.4018512148
976	0.4017793456
977	0.4017324846
978	0.4016651588
979	0.4015766455
980	0.4015181196
981	0.4014663325
982	0.4014279725
983	0.4013861852
984	0.4013341861
985	0.4012719962
986	0.4012132889
987	0.4011556368
988	0.4010997346
989	0.4010271749
990	0.4009657496
991	0.4009188257
992	0.4008637735
993	0.4007950882
994	0.4007575102
995	0.4007056003
996	0.4006458263
997	0.4005864516
998	0.4005351102
999	0.4004845972
