iter	Passed	Remaining
369	1146	1951
370	1149	1948
371	1152	1945
372	1154	1941
373	1157	1937
374	1160	1934
375	1163	1931
376	1166	1927
377	1169	1925
378	1172	1921
379	1175	1918
380	1178	1914
381	1181	1911
382	1184	1908
383	1187	1904
384	1190	1901
385	1193	1898
386	1196	1895
387	1199	1891
388	1202	1888
389	1205	1885
390	1208	1882
391	1211	1879
392	1214	1876
393	1217	1872
394	1221	1870
395	1224	1867
396	1227	1863
397	1229	1860
398	1232	1856
399	1235	1853
400	1238	1850
401	1241	1847
402	1244	1843
403	1247	1840
404	1250	1836
405	1253	1833
406	1256	1830
407	1259	1826
408	1262	1823
409	1264	1820
410	1267	1816
411	1270	1813
412	1273	1810
413	1276	1806
414	1279	1803
415	1282	1800
416	1285	1796
417	1288	1793
418	1291	1790
419	1293	1786
420	1296	1783
421	1300	1780
422	1303	1777
423	1305	1774
424	1309	1771
425	1311	1767
426	1314	1764
427	1317	1761
428	1320	1757
429	1323	1754
430	1326	1750
431	1329	1747
432	1332	1744
433	1334	1741
434	1337	1737
435	1340	1734
436	1343	1731
437	1346	1727
438	1349	1724
439	1352	1721
440	1355	1718
441	1358	1714
442	1361	1711
443	1364	1708
444	1367	1705
445	1370	1702
446	1373	1699
447	1377	1696
448	1380	1693
449	1383	1690
450	1386	1687
451	1388	1683
452	1391	1680
453	1394	1677
454	1397	1674
455	1400	1671
456	1403	1667
457	1406	1664
458	1409	1661
459	1412	1658
460	1416	1655
461	1419	1652
462	1421	1649
463	1425	1646
464	1427	1642
465	1430	1639
466	1433	1636
467	1436	1633
468	1440	1630
469	1442	1627
470	1445	1623
471	1448	1620
472	1451	1617
473	1454	1614
474	1457	1610
475	1460	1607
476	1463	1604
477	1466	1601
478	1469	1597
479	1471	1594
480	1474	1591
481	1477	1587
482	1480	1584
483	1483	1581
484	1486	1577
485	1489	1574
486	1491	1571
487	1494	1568
488	1497	1565
489	1500	1561
490	1503	1558
491	1506	1555
492	1509	1552
493	1512	1549
494	1515	1546
495	1518	1542
496	1522	1540
497	1525	1537
498	1528	1534
499	1531	1531
500	1534	1528
501	1537	1525
502	1540	1522
503	1543	1518
504	1546	1515
505	1549	1512
506	1552	1509
507	1555	1506
508	1558	1503
509	1561	1500
510	1564	1497
511	1567	1493
512	1570	1491
513	1573	1487
514	1576	1484
515	1579	1481
516	1582	1478
517	1585	1475
518	1588	1472
519	1591	1469
520	1594	1466
521	1597	1463
522	1600	1459
523	1604	1457
524	1607	1454
525	1610	1451
526	1613	1447
527	1615	1444
528	1619	1441
529	1622	1438
530	1625	1435
531	1628	1432
532	1631	1429
533	1634	1426
534	1637	1422
535	1640	1420
536	1643	1417
537	1646	1414
538	1650	1411
539	1653	1408
540	1656	1405
541	1659	1402
542	1663	1399
543	1666	1396
544	1669	1393
545	1672	1390
546	1675	1387
547	1678	1384
548	1681	1381
549	1684	1378
550	1687	1374
551	1690	1371
552	1694	1369
553	1697	1366
554	1700	1363
555	1703	1360
556	1706	1357
557	1709	1354
558	1712	1350
559	1715	1347
560	1718	1344
561	1721	1341
562	1724	1338
563	1727	1335
564	1730	1332
565	1733	1329
566	1736	1325
567	1739	1322
568	1742	1319
569	1745	1316
570	1748	1313
571	1751	1310
572	1753	1307
573	1757	1304
574	1760	1301
575	1763	1297
576	1765	1294
577	1769	1291
578	1772	1288
579	1775	1285
580	1778	1282
581	1781	1279
582	1784	1276
583	1787	1273
584	1790	1270
585	1793	1267
586	1797	1264
587	1800	1261
588	1803	1258
589	1806	1255
590	1809	1252
591	1812	1249
592	1815	1246
593	1818	1242
594	1821	1239
595	1824	1236
596	1827	1233
597	1830	1230
598	1833	1227
599	1836	1224
600	1839	1220
601	1841	1217
602	1844	1214
603	1847	1211
604	1850	1208
605	1853	1204
606	1856	1201
607	1859	1198
608	1861	1195
609	1864	1192
610	1867	1189
611	1870	1185
612	1873	1182
613	1876	1179
614	1879	1176
615	1881	1173
616	1884	1169
617	1887	1166
618	1890	1163
619	1893	1160
620	1896	1157
621	1899	1154
622	1902	1151
623	1904	1147
624	1908	1144
625	1911	1141
626	1914	1138
627	1917	1135
628	1920	1132
629	1923	1129
630	1926	1126
631	1929	1123
632	1932	1120
633	1935	1117
634	1937	1113
635	1940	1110
636	1943	1107
637	1946	1104
638	1949	1101
639	1952	1098
640	1955	1095
641	1957	1091
642	1960	1088
643	1963	1085
644	1966	1082
645	1969	1079
646	1972	1076
647	1975	1073
648	1978	1070
649	1981	1066
650	1984	1063
651	1987	1060
652	1990	1057
653	1993	1054
654	1996	1051
655	1999	1048
656	2002	1045
657	2005	1042
658	2009	1039
659	2012	1036
660	2015	1033
661	2018	1030
662	2021	1027
663	2025	1024
664	2028	1021
665	2031	1019
666	2034	1015
667	2038	1012
668	2041	1010
669	2044	1006
670	2047	1003
671	2050	1000
672	2054	998
673	2057	995
674	2060	992
675	2064	989
676	2067	986
677	2070	983
678	2074	980
679	2077	977
680	2080	974
681	2083	971
682	2087	968
683	2090	965
684	2094	963
685	2097	960
686	2101	957
687	2104	954
688	2107	951
689	2110	948
690	2114	945
691	2117	942
692	2120	939
693	2123	936
694	2127	933
695	2130	930
696	2133	927
697	2136	924
698	2139	921
699	2143	918
700	2146	915
701	2149	912
702	2153	909
703	2156	906
704	2160	903
705	2163	901
706	2167	898
707	2170	895
708	2173	892
709	2177	889
710	2180	886
711	2183	883
712	2187	880
713	2191	877
714	2194	874
715	2197	871
716	2201	868
717	2204	865
718	2207	862
719	2210	859
720	2213	856
721	2217	853
722	2220	850
723	2223	847
724	2226	844
725	2229	841
726	2233	838
727	2236	835
728	2239	832
729	2243	829
730	2246	826
731	2249	823
732	2252	820
733	2256	817
734	2259	814
735	2262	811
736	2266	808
737	2269	805
738	2272	802
739	2276	799
740	2279	796
741	2282	793
742	2285	790
743	2289	787
744	2292	784
745	2295	781
746	2299	778
747	2302	775
748	2305	772
749	2308	769
750	2311	766
751	2315	763
752	2318	760
753	2322	757
754	2325	754
755	2328	751
756	2331	748
757	2334	745
758	2337	742
759	2341	739
760	2345	736
761	2348	733
762	2351	730
763	2355	727
764	2358	724
765	2361	721
766	2364	718
767	2367	715
768	2370	712
769	2373	709
770	2376	706
771	2380	703
772	2383	700
773	2387	697
774	2390	693
775	2393	691
776	2397	687
777	2399	684
778	2403	681
779	2406	678
780	2409	675
781	2412	672
782	2415	669
783	2418	666
784	2421	663
785	2424	660
786	2427	657
787	2430	653
788	2433	650
789	2436	647
790	2439	644
791	2443	641
792	2446	638
793	2449	635
794	2452	632
795	2455	629
796	2459	626
797	2462	623
798	2465	620
799	2468	617
800	2471	614
801	2474	611
802	2477	607
803	2480	604
804	2484	601
805	2487	598
806	2490	595
807	2493	592
808	2496	589
809	2500	586
810	2503	583
811	2506	580
812	2509	577
813	2512	574
814	2515	571
815	2518	567
816	2521	564
817	2525	561
818	2528	558
819	2531	555
820	2534	552
821	2537	549
822	2540	546
823	2543	543
824	2546	540
825	2550	537
826	2553	534
827	2556	531
828	2559	527
829	2562	524
830	2566	521
831	2569	518
832	2572	515
833	2575	512
834	2578	509
835	2581	506
836	2584	503
837	2587	500
838	2591	497
839	2593	494
840	2597	491
841	2600	487
842	2603	484
843	2606	481
844	2610	478
845	2613	475
846	2616	472
847	2620	469
848	2623	466
849	2626	463
850	2630	460
851	2633	457
852	2636	454
853	2639	451
854	2642	448
855	2645	445
856	2648	442
857	2651	438
858	2655	435
859	2658	432
860	2661	429
861	2664	426
862	2667	423
863	2670	420
864	2673	417
865	2676	414
866	2679	411
867	2682	407
868	2685	404
869	2689	401
870	2692	398
871	2695	395
872	2698	392
873	2701	389
874	2704	386
875	2707	383
876	2711	380
877	2714	377
878	2717	374
879	2721	371
880	2724	367
881	2727	364
882	2730	361
883	2734	358
884	2737	355
885	2740	352
886	2743	349
887	2746	346
888	2750	343
889	2753	340
890	2756	337
891	2759	334
892	2762	331
893	2765	327
894	2769	324
895	2772	321
896	2775	318
897	2778	315
898	2782	312
899	2785	309
900	2789	306
901	2792	303
902	2795	300
903	2798	297
904	2802	294
905	2805	291
906	2808	287
907	2811	284
908	2815	281
909	2818	278
910	2821	275
911	2824	272
912	2828	269
913	2831	266
914	2834	263
915	2837	260
916	2840	257
917	2844	254
918	2847	250
919	2850	247
920	2853	244
921	2856	241
922	2859	238
923	2862	235
924	2866	232
925	2868	229
926	2872	226
927	2874	223
928	2877	219
929	2880	216
930	2883	213
931	2886	210
932	2889	207
933	2893	204
934	2896	201
935	2899	198
936	2902	195
937	2905	192
938	2908	188
939	2911	185
940	2914	182
941	2917	179
942	2920	176
943	2923	173
944	2926	170
945	2929	167
946	2931	164
947	2934	160
948	2937	157
949	2940	154
950	2943	151
951	2946	148
952	2949	145
953	2951	142
954	2955	139
955	2958	136
956	2961	133
957	2963	129
958	2966	126
959	2969	123
960	2972	120
961	2975	117
962	2978	114
963	2981	111
964	2983	108
965	2986	105
966	2990	102
967	2992	98
968	2995	95
969	2998	92
970	3001	89
971	3004	86
972	3006	83
973	3009	80
974	3012	77
975	3015	74
976	3018	71
977	3021	67
978	3024	64
979	3027	61
980	3029	58
981	3032	55
982	3035	52
983	3038	49
984	3041	46
985	3044	43
986	3047	40
987	3050	37
988	3053	33
989	3056	30
990	3059	27
991	3062	24
992	3065	21
993	3068	18
994	3071	15
995	3074	12
996	3077	9
997	3081	6
998	3084	3
999	3087	0
