iter	Logloss
330	0.4462750122
331	0.4461929658
332	0.4460937691
333	0.446025881
334	0.4459493723
335	0.4458964291
336	0.4458463989
337	0.4457821608
338	0.4456931776
339	0.4456233291
340	0.4455586146
341	0.4454802917
342	0.4453944533
343	0.4453154108
344	0.4452469531
345	0.4451503091
346	0.4450842083
347	0.4449987747
348	0.4449241526
349	0.4448501502
350	0.4447791032
351	0.4447078165
352	0.4446430288
353	0.4445647573
354	0.4444840929
355	0.4443944641
356	0.4443018448
357	0.4442255123
358	0.4441582365
359	0.444066643
360	0.4439828096
361	0.4439081993
362	0.4438384846
363	0.4437672965
364	0.4436759118
365	0.4435792199
366	0.4435015645
367	0.4434278832
368	0.4433270727
369	0.4432312425
370	0.4431684434
371	0.443085963
372	0.4429986418
373	0.4429406729
374	0.4428434473
375	0.4427843109
376	0.4427093366
377	0.4426278779
378	0.4425750505
379	0.4424921393
380	0.4424180147
381	0.4423238349
382	0.4422361771
383	0.4421525865
384	0.4420838108
385	0.4419949681
386	0.4419338617
387	0.4418488232
388	0.4417603188
389	0.441698032
390	0.441620552
391	0.4415380624
392	0.441458797
393	0.4413890869
394	0.4413088778
395	0.4412435634
396	0.4411846532
397	0.441098
398	0.4410381793
399	0.4409708255
400	0.4409262546
401	0.4408530056
402	0.44076661
403	0.4406688869
404	0.4406005775
405	0.4405195765
406	0.44047008
407	0.4403961868
408	0.4403101527
409	0.4402076821
410	0.4401382779
411	0.4400576281
412	0.4399633645
413	0.4398787358
414	0.4397909383
415	0.4397097821
416	0.4396304682
417	0.4395541474
418	0.4394851093
419	0.4393899249
420	0.4393109504
421	0.4392162855
422	0.4391585925
423	0.4391001872
424	0.4390296404
425	0.438949564
426	0.4388617124
427	0.4387961127
428	0.4387152479
429	0.4386554699
430	0.4385873419
431	0.438532527
432	0.4384742589
433	0.4383915099
434	0.4383222963
435	0.4382513363
436	0.4381692412
437	0.4380987519
438	0.4380316962
439	0.4379800028
440	0.4379175427
441	0.4378382497
442	0.4377805371
443	0.4377195225
444	0.4376312676
445	0.4375798777
446	0.4375058417
447	0.437440648
448	0.4373936049
449	0.4373215696
450	0.4372241433
451	0.4371670997
452	0.4371034246
453	0.4370289138
454	0.4369610586
455	0.4369029569
456	0.4368354672
457	0.4367512555
458	0.4366862678
459	0.4366202771
460	0.4365537834
461	0.4365013197
462	0.43642809
463	0.4363550245
464	0.4362727316
465	0.4362132205
466	0.4361559885
467	0.4361035471
468	0.4360161051
469	0.4359409484
470	0.4358692839
471	0.4357976832
472	0.4357528721
473	0.4356601458
474	0.4356000632
475	0.4355380812
476	0.4354755229
477	0.4354134699
478	0.4353341283
479	0.4352429154
480	0.4351805254
481	0.4351037249
482	0.4350125275
483	0.434961811
484	0.4348978441
485	0.4348062228
486	0.4347225907
487	0.4346400261
488	0.4345856299
489	0.4345151024
490	0.4344394756
491	0.4343643256
492	0.4343133615
493	0.434263442
494	0.4341967505
495	0.434130535
496	0.4340563111
497	0.4339792586
498	0.433939107
499	0.4338753023
500	0.4338198141
501	0.4337445389
502	0.433686272
503	0.4336036429
504	0.4335347828
505	0.4334565345
506	0.4333663925
507	0.4332933666
508	0.4332238004
509	0.4331619522
510	0.4330873154
511	0.4330004087
512	0.4329224713
513	0.4328397681
514	0.4327644024
515	0.4326901794
516	0.4326539471
517	0.4326099788
518	0.4325456204
519	0.4325004248
520	0.4324155806
521	0.4323305225
522	0.4322578566
523	0.4321911434
524	0.4321216423
525	0.4320643416
526	0.4320099825
527	0.4319543951
528	0.4318674829
529	0.4317945223
530	0.4317247108
531	0.4316740429
532	0.4316233544
533	0.4315522031
534	0.4314825194
535	0.4314054528
536	0.4313190877
537	0.4312343052
538	0.4311619414
539	0.431095093
540	0.4310518581
541	0.4309950226
542	0.4309252965
543	0.4308428394
544	0.430769611
545	0.4307135592
546	0.4306436111
547	0.4305652984
548	0.4304808525
549	0.4304180873
550	0.4303383185
551	0.4302821913
552	0.4302011389
553	0.4301200154
554	0.4300487302
555	0.4299934748
556	0.4299539845
557	0.4298884409
558	0.4298252572
559	0.4297485329
560	0.4296734525
561	0.4295903927
562	0.4295075473
563	0.4294524113
564	0.4293628068
565	0.4292875318
566	0.4292135601
567	0.4291515458
568	0.429095651
569	0.4290265515
570	0.4289645435
571	0.4288854291
572	0.4288208623
573	0.4287487546
574	0.4287010117
575	0.4286354531
576	0.4285628678
577	0.4284825639
578	0.428414837
579	0.4283434084
580	0.428276561
581	0.4281977161
582	0.4281373797
583	0.428070675
584	0.4280120781
585	0.4279391256
586	0.427865149
587	0.4277917098
588	0.427727144
589	0.4276557903
590	0.4275902893
591	0.4275236805
592	0.4274445424
593	0.4273888509
594	0.4273369253
595	0.4272528547
596	0.4271821756
597	0.4271069684
598	0.4270511448
599	0.426966853
600	0.4268901291
601	0.4268215786
602	0.4267513097
603	0.4266769609
604	0.4266051566
605	0.4265502908
606	0.4264634133
607	0.4264038131
608	0.4263443624
609	0.426286338
610	0.4262077483
611	0.4261240465
612	0.4260565868
613	0.4259688442
614	0.4258862602
615	0.4258079411
616	0.4257264618
617	0.425653727
618	0.4255816952
619	0.4255274254
620	0.4254769459
621	0.4254419572
622	0.425358818
623	0.4252914955
624	0.4252337417
625	0.425150317
626	0.4250984925
627	0.4250329136
628	0.4249791238
629	0.4249015949
630	0.4248330184
631	0.424760066
632	0.4246881102
633	0.4246128425
634	0.4245565319
635	0.4245169423
636	0.4244631355
637	0.4243968125
638	0.4243231097
639	0.424254697
640	0.4241790695
641	0.4241059374
642	0.424019264
643	0.4239669236
644	0.423899836
645	0.4238276498
646	0.4237637761
647	0.4236977852
648	0.4236561342
649	0.4236010223
650	0.4235237995
651	0.423435618
652	0.4233558233
653	0.4232829037
654	0.4232004162
655	0.4231366759
656	0.4230998189
657	0.4230161226
658	0.4229571361
659	0.4228786517
660	0.4228088007
661	0.4227261803
662	0.42267992
663	0.4226152771
664	0.4225336311
665	0.4224865904
666	0.4224170424
667	0.4223595961
668	0.4223068583
669	0.4222407457
670	0.4221855825
671	0.4221152732
672	0.4220444163
673	0.4219749743
674	0.4219142498
675	0.4218443099
676	0.4217833931
677	0.4217141062
678	0.4216400426
679	0.4215855983
680	0.4215279741
681	0.4214388314
682	0.4213789859
683	0.4213259663
684	0.4212747828
685	0.4212098367
686	0.4211422019
687	0.4210877034
688	0.4210175011
689	0.4209599955
690	0.4209046805
691	0.4208470319
692	0.4207764384
693	0.4207229836
694	0.4206485804
695	0.420578337
696	0.4205043104
697	0.4204412622
698	0.4203696828
699	0.4202997952
700	0.4202423872
701	0.4201739788
702	0.4201425221
703	0.4200890018
704	0.4200158773
705	0.419947467
706	0.419878287
707	0.4197867826
708	0.4197342468
709	0.4196733394
710	0.419605903
711	0.4195424792
712	0.4194774181
713	0.419424018
714	0.4193537673
715	0.4192907133
716	0.4192342128
717	0.419169408
718	0.4191209591
719	0.41905892
720	0.419007782
721	0.41893806
722	0.4188846936
723	0.4188051195
724	0.418761357
725	0.4187082826
726	0.4186302209
727	0.4185578564
728	0.4184963313
729	0.4184342402
730	0.4183657594
731	0.4182952118
732	0.418239029
733	0.4181716188
734	0.4181204841
735	0.4180593398
736	0.4179878495
737	0.4179106474
738	0.417861089
739	0.4178153241
740	0.417752162
741	0.4176808985
742	0.4176191538
743	0.4175694036
744	0.4175254628
745	0.4174653931
746	0.4174146512
747	0.4173481172
748	0.4173120983
749	0.4172476882
750	0.4171819685
751	0.4171133114
752	0.4170572983
753	0.4170015942
754	0.4169539172
755	0.4168894742
756	0.4168220722
757	0.4167534685
758	0.4166978331
759	0.4166231825
760	0.416573632
761	0.4165061387
762	0.4164327874
763	0.4163775942
764	0.4163234129
765	0.4162542433
766	0.416193341
767	0.4161329804
768	0.4160738367
769	0.4160198649
770	0.415942113
771	0.4158920281
772	0.4158310563
773	0.4157767281
774	0.4157208617
775	0.4156444311
776	0.415585376
777	0.4155286234
778	0.4154659971
779	0.4154007036
780	0.4153551934
781	0.4152825559
782	0.4152185013
783	0.4151656851
784	0.4150912876
785	0.4150108581
786	0.4149390614
787	0.4149014621
788	0.4148508195
789	0.4147897697
790	0.4147311462
791	0.4146810603
792	0.4146183595
793	0.4145643978
794	0.4145069442
795	0.4144618342
796	0.4143901067
797	0.4143378536
798	0.4142896015
799	0.4142314094
800	0.4141800342
801	0.4140982891
802	0.4140225732
803	0.413978012
804	0.4139264475
805	0.4138727121
806	0.4138104277
807	0.4137372393
808	0.4136924992
809	0.4136024656
810	0.4135495278
811	0.4134972045
812	0.413415127
813	0.4133533564
814	0.4132979569
815	0.4132516075
816	0.4132030269
817	0.4131370623
818	0.4130827176
819	0.4130076975
820	0.4129498949
821	0.4128839728
822	0.412825167
823	0.4127551813
824	0.4127101392
825	0.4126486976
826	0.4125920173
827	0.4125452771
828	0.4124875663
829	0.4124310916
830	0.4123906802
831	0.4123276967
832	0.4122725949
833	0.4122013218
834	0.4121357465
835	0.4120698439
836	0.4120149861
837	0.4119434732
838	0.4118791211
839	0.4118230905
840	0.4117506037
841	0.4117098588
842	0.4116496575
843	0.4115861508
844	0.4115112561
845	0.4114530484
846	0.4113994902
847	0.4113254775
848	0.411243617
849	0.4112018568
850	0.411150253
851	0.4110891271
852	0.4110117099
853	0.4109568481
854	0.410880508
855	0.41083056
856	0.4107604538
857	0.4106939785
858	0.4106197139
859	0.4105504334
860	0.4104792842
861	0.4104293489
862	0.4103883622
863	0.4103280212
864	0.4102819839
865	0.4102252132
866	0.4101681436
867	0.4101210248
868	0.410073479
869	0.4100150248
870	0.4099715042
871	0.409900099
872	0.4098311032
873	0.4097708375
874	0.4097096878
875	0.4096474198
876	0.4095818272
877	0.409527207
878	0.4094675843
879	0.4093965962
880	0.4093513924
881	0.4092791776
882	0.4092129627
883	0.4091588864
884	0.4091099439
885	0.409059161
886	0.4089905346
887	0.4089364675
888	0.408878014
889	0.4088397583
890	0.4088024921
891	0.4087453449
892	0.4086712641
893	0.4086057894
894	0.4085651254
895	0.4084965101
896	0.4084473851
897	0.408385079
898	0.4083219577
899	0.4082643833
900	0.4082125431
901	0.4081466902
902	0.4080857784
903	0.4080092206
904	0.4079552227
905	0.4078883457
906	0.4078082189
907	0.4077529544
908	0.407710001
909	0.4076505423
910	0.4075869853
911	0.407515241
912	0.4074811538
913	0.4074107785
914	0.4073431346
915	0.4072944455
916	0.4072260473
917	0.4071689362
918	0.4070988916
919	0.407036878
920	0.4069698782
921	0.4069267942
922	0.4068827676
923	0.4068282072
924	0.406771372
925	0.4067135218
926	0.4066510916
927	0.4066235005
928	0.4065640392
929	0.4065074213
930	0.4064634729
931	0.4064150402
932	0.4063771558
933	0.4063216438
934	0.4062715536
935	0.406205495
936	0.4061444736
937	0.4060929503
938	0.4060227276
939	0.405975663
940	0.4059236412
941	0.4058671356
942	0.4058086498
943	0.4057691285
944	0.4057047733
945	0.4056435867
946	0.4056121303
947	0.4055439206
948	0.4054869212
949	0.4054294491
950	0.4053812881
951	0.4053431758
952	0.4052877923
953	0.4052199591
954	0.4051805186
955	0.4051281657
956	0.4050722624
957	0.4050175597
958	0.4049572766
959	0.4048932905
960	0.4048315918
961	0.4047670575
962	0.4047037815
963	0.4046465756
964	0.4046012144
965	0.4045328833
966	0.4044975444
967	0.4044381092
968	0.4043766205
969	0.4043130439
970	0.4042634912
971	0.4042098648
972	0.4041575092
973	0.4040977438
974	0.404031793
975	0.4039696546
976	0.4039175849
977	0.4038565598
978	0.4038328738
979	0.4037875882
980	0.4037192938
981	0.4036647017
982	0.4036124447
983	0.4035442612
984	0.4034871726
985	0.4034449521
986	0.4033749899
987	0.403314863
988	0.4032523839
989	0.4031919148
990	0.4031385102
991	0.4030896903
992	0.4029975477
993	0.4029129264
994	0.4028430256
995	0.4027902215
996	0.402725278
997	0.4026644898
998	0.4025942783
999	0.4025372591
